id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1005025846921857557,https://www.airbnb.com/rooms/1005025846921857557,20250929230429,2025-09-30,previous scrape,Sunnyside’s Brightest -  Casa de Kalamath,"Just 5 minutes from Coors Field, LoHi, and RiNo, this newly built townhouse can be yours for your next visit to Denver. With access to many popular restaurants, coffee shops, bars, and event spaces, this place gives you endless opportunities to get to know the real Denver. Need to get somewhere further while enjoying the city? There is quick access to both I-70 & I-25 that can get you to nearby mountain ranges, or south Denver within just 30 minutes!","Although Downtown Denver is right around the corner, we are still in Sunnyside! Just northeast of Highlands and 5 minutes from Tennyson, there are many people starting their families in these areas. You can find many parks with playgrounds and different courts and fields.",https://a0.muscache.com/pictures/hosting/Hosting-1005025846921857557/original/79d86e12-de3f-4a4b-8170-42e76b85615e.jpeg,213061856,https://www.airbnb.com/users/show/213061856,Isaias,2018-09-02,"Denver, CO","",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/87fde3a6-3210-4d25-9917-785615483910.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/87fde3a6-3210-4d25-9917-785615483910.jpg?aki_policy=profile_x_medium,Northwest,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Sunnyside,,39.772829089096874,-104.99978255982995,Entire townhouse,Entire home/apt,10,,3.5 baths,4,,"[""Dryer"", ""Dishes and silverware"", ""Coffee"", ""Pets allowed"", ""Hot water kettle"", ""Blender"", ""Cooking basics"", ""Hair dryer"", ""Outdoor dining area"", ""Microwave"", ""City skyline view"", ""Dishwasher"", ""Freezer"", ""Ceiling fan"", ""Wifi"", ""Hangers"", ""Essentials"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Refrigerator"", ""Bed linens"", ""Body soap"", ""TV"", ""Smoke alarm"", ""Central heating"", ""Bathtub"", ""Patio or balcony"", ""Baking sheet"", ""Kitchen"", ""Toaster"", ""Conditioner"", ""Dedicated workspace"", ""Oven"", ""Free washer \u2013 In unit"", ""Iron"", ""Exterior security cameras on property"", ""Self check-in"", ""Keypad"", ""Coffee maker"", ""Free street parking"", ""First aid kit"", ""Board games"", ""Air conditioning"", ""Hot water"", ""Outdoor furniture"", ""Stove""]",,2,365,2,2,365,365,2.0,365.0,,t,11,30,56,230,2025-09-30,35,23,1,56,18,161,,2024-04-21,2025-09-14,5.0,4.94,5.0,5.0,4.94,4.89,4.91,2024-BFN-0002418,f,1,1,0,0,1.99
1005070753237894901,https://www.airbnb.com/rooms/1005070753237894901,20250929230429,2025-09-30,city scrape,Cozy Garden Retreat in the Heart of the Highlands,"Stay with us at our Cozy Garden Retreat for a relaxing getaway centrally located and close to everything.<br /><br />Perfect for families, friends, or a couples trip. We are nestled in the Highlands steps away from many desirable local restaurants and bars. Easy access to Ball Arena, Red Rocks, and all downtown activities. Twenty minutes to beautiful hiking and biking in the mountains. Catch a glimpse of the best that Denver has to offer!","This cozy two-bedroom space is nestled in the Potter Highlands neighborhood. A quaint, walkable, old historic neighborhood that is just 5 minutes from downtown and blocks from an array of award-winning restaurants and bars. A quick 20-minute drive from some of Colorado's beautiful mountain scenes. Come enjoy the best of what Denver has to offer.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNTA3MDc1MzIzNzg5NDkwMQ%3D%3D/original/8a44d2c9-0ca2-43d7-9afa-0dee86bdaa46.jpeg,372227538,https://www.airbnb.com/users/show/372227538,Shannon,2020-10-16,"Denver, CO","Hello! My name is Shannon and I LOVE to travel, meet new people, and immerse myself in different cultures! I am a foodie, and I love travel like a local not a tourist so any helpful info would be welcome! I am very adventurous, love to hike, read, learn and grow!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User/original/a327a609-8511-4107-82c9-f6de8cc9f43e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/a327a609-8511-4107-82c9-f6de8cc9f43e.jpeg?aki_policy=profile_x_medium,Highland,2,3,"['email', 'phone']",t,f,Neighborhood highlights,Highland,,39.765341807526326,-105.01317189170615,Entire guest suite,Entire home/apt,6,1.0,1 bath,2,3,"[""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Coffee"", ""Pets allowed"", ""Room-darkening shades"", ""Smart lock"", ""Private patio or balcony"", ""Cooking basics"", ""Hair dryer"", ""Microwave"", ""Wine glasses"", ""Free parking on premises"", ""Dishwasher"", ""Freezer"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Essentials"", ""Mini fridge"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Theme room"", ""Refrigerator"", ""Smoke alarm"", ""TV"", ""Dining table"", ""Central heating"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Kitchen"", ""Toaster"", ""Electric stove"", ""Dedicated workspace"", ""Oven"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 265 Mbps"", ""Self check-in"", ""Folding or convertible high chair - always at the listing"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Free street parking"", ""First aid kit"", ""Private entrance"", ""Board games"", ""Hot water"", ""Outdoor furniture""]",$154.00,2,365,2,2,1125,1125,2.0,1125.0,,t,18,41,66,244,2025-09-30,118,58,5,69,62,255,39270,2023-10-30,2025-09-17,4.96,4.95,4.93,4.97,4.99,4.97,4.91,2023-BFN-0037790,f,2,2,0,0,5.04
1005745721365975398,https://www.airbnb.com/rooms/1005745721365975398,20250929230429,2025-09-30,city scrape,2 houses in 1!  Center of RiNo.  100% walkable,"Location!!!  The ideal location of this 6 bedroom/3 bath will enhance & simplify your time in Denver.  Close to downtown on the quiet end of a block with bars andrestaurants at the opposite end.  Groceries, liquor, rooftop & mini-golf bars & the airport train all within 2 blocks.  <br />Tastefully furnished with a blend of modern, antique and MCM decor, the house has an open floor plan, a spacious kitchen, plenty of seating in the living room, a deck in front and a private patio with couch in back.","I cannot stress enough what a killer location the house is in.  Denver is not a very dense city and it can require a lot of driving or walking to obtain even the basics.  This house has a rooftop bar across the street. The RiNo Beer Garden is at the end of the block and there is a city park next to it with outdoor playground and exercise equipment.  The airport train is two blocks away.  Some of the best restaurants in the city are within a few blocks including Fish and Beer and Hop Alley.  Liquor store and brewery on the end of the block, caddy corner.  Two blocks to a hip bar with free mini-golf.  A 7/11  two blocks away for late night munchies and a proper grocery store three blocks in the other direction.  10 minute walk to the Mission Ballroom and just a few more blocks to the Stock Show.  5 blocks to the Platte River bike trail which on a bike or scooter can get you all over the city while avoiding traffic.  Only a mile from the interstate 25 and 70 interchange which will get you",https://a0.muscache.com/pictures/hosting/Hosting-1005745721365975398/original/5cc72ff0-d2be-47df-85f9-7c476b315b76.jpeg,127018432,https://www.airbnb.com/users/show/127018432,Robert,2017-04-22,"Denver, CO","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/98a63afa-1144-45c8-a895-dfefaf7ef48d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98a63afa-1144-45c8-a895-dfefaf7ef48d.jpg?aki_policy=profile_x_medium,Cole,3,3,"['email', 'phone']",t,f,Neighborhood highlights,Cole,,39.7674840535813,-104.97210621559398,Entire home,Entire home/apt,13,3.0,3 baths,6,7,"[""Heating"", ""Dryer"", ""Dishes and silverware"", ""Coffee"", ""Shower gel"", ""Hot water kettle"", ""Room-darkening shades"", ""Smart lock"", ""Cooking basics"", ""Hair dryer"", ""Outdoor dining area"", ""Microwave"", ""Washer"", ""City skyline view"", ""Free parking on premises"", ""Dishwasher"", ""Freezer"", ""Ceiling fan"", ""Wifi"", ""Hangers"", ""Essentials"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Body soap"", ""TV"", ""Smoke alarm"", ""Dining table"", ""Luggage dropoff allowed"", ""Bathtub"", ""Patio or balcony"", ""Kitchen"", ""Toaster"", ""Conditioner"", ""Dedicated workspace"", ""Oven"", ""Single level home"", ""Iron"", ""Backyard"", ""Board games"", ""Self check-in"", ""Crib"", ""High chair"", ""Long term stays allowed"", ""Coffee maker"", ""Baby safety gates"", ""Outlet covers"", ""Clothing storage"", ""Air conditioning"", ""Hot water"", ""Outdoor furniture"", ""Stove""]",$375.00,1,29,1,5,1125,1125,3.4,1125.0,,t,12,32,51,326,2025-09-30,74,46,4,54,36,255,95625,2024-01-28,2025-09-25,4.99,4.99,4.95,4.99,5.0,4.88,4.95,2021-BFN-0007215,f,2,2,0,0,3.63
1005780201567043607,https://www.airbnb.com/rooms/1005780201567043607,20250929230429,2025-09-30,city scrape,New Build Luxury Guesthouse Sloan Lake,"Welcome to the best neighborhood in Denver! Located directly across from Sloan’s Lake Park, with mountain and lake views. This luxury, new const., 1 bedroom (king), 1 bath comfortably sleeps 4, with new appliances, new high-end memory foam sleeper sofa (queen), and a huge living area.<br />This guest house has a private entrance and off-street private alley parking. <br />Less than 1 mile from shops and restaurants, and walking distance to Broncos Empower Field.  Enjoy the best part of Denver!",,https://a0.muscache.com/pictures/hosting/Hosting-1005780201567043607/original/e8150ecb-a920-4cab-a083-4217e54bfcdc.jpeg,226562707,https://www.airbnb.com/users/show/226562707,Laura,2018-11-19,"Denver, CO","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-226562707/original/4f9713a5-3a92-449a-b81a-41bd30a0dbbd.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-226562707/original/4f9713a5-3a92-449a-b81a-41bd30a0dbbd.jpeg?aki_policy=profile_x_medium,Sloan Lake,1,1,"['email', 'phone']",t,t,,Sloan Lake,,39.75444,-105.04337,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1,2,"[""Free dryer \u2013 In unit"", ""KitchenAid refrigerator"", ""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Hot water kettle"", ""Room-darkening shades"", ""Cafe Induction stainless steel single oven"", ""Blender"", ""Private patio or balcony"", ""Cooking basics"", ""Hair dryer"", ""Waterfront"", ""Outdoor dining area"", ""Microwave"", ""Washer"", ""Wine glasses"", ""Free parking on premises"", ""Dishwasher"", ""Freezer"", ""Ceiling fan"", ""Wifi"", ""Induction stove"", ""Hangers"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Essentials"", ""Shampoo"", ""Heating - split type ductless system"", ""Books and reading material"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Bed linens"", ""Cleaning products"", ""Body soap"", ""TV"", ""Smoke alarm"", ""Lake access"", ""Bathtub"", ""Baking sheet"", ""Kitchen"", ""Pocket wifi"", ""Conditioner"", ""Dedicated workspace"", ""Iron"", ""Exterior security cameras on property"", ""Self check-in"", ""Long term stays allowed"", ""Ethernet connection"", ""Keypad"", ""Free street parking"", ""Clothing storage: closet and dresser"", ""Children's playroom"", ""First aid kit"", ""Private entrance"", ""Paid parking on premises"", ""Coffee maker: drip coffee maker, Nespresso"", ""Air conditioning"", ""Hot water"", ""Outdoor furniture"", ""Crib - always at the listing""]",$227.00,1,90,1,1,1125,1125,1.0,1125.0,,t,13,24,45,316,2025-09-30,50,24,4,45,29,168,38136,2024-03-12,2025-09-21,4.98,4.98,4.98,4.96,5.0,4.98,4.9,2023-BFN-0055651,t,1,1,0,0,2.64
1005982385063436144,https://www.airbnb.com/rooms/1005982385063436144,20250929230429,2025-09-30,city scrape,Gem of a Guest House,"This 648 sqft. above-garage guest house was designed with high ceilings, light filled rooms, comfort, convenience, and total privacy. <br /><br />This space offers 1 bedroom with a king size bed and blackout window shades, a living room with a pullout couch, a full bathroom with double sinks and a shower/tub, a beautiful kitchen with full size stainless steel appliances that compliment someone who loves to cook or someone who loves to order take out. <br /><br />Stackable washer and dryer located in the unit","The Berkley/ Tennyson St area of Denver is notorious for its local lifestyle and mom n’ pop shops. <br /><br />Whether you are looking for a nice cup of coffee, a fresh pastry, the best bagel of your life, a delicious meal for breakfast/lunch/dinner, a fun cocktail, a home baked pie, a yoga or cardio class, some fresh air at a local park, a tattoo, or a concert, you will have many options to choose from just steps from your door.",https://a0.muscache.com/pictures/8c0afcd7-66b7-4d44-80e0-d7d8e48e5cd1.jpg,9192543,https://www.airbnb.com/users/show/9192543,Evan,2013-10-02,"Denver, CO","",within an hour,100%,100%,t,https://a0.muscache.com/im/users/9192543/profile_pic/1422937908/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9192543/profile_pic/1422937908/original.jpg?aki_policy=profile_x_medium,Northwest,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Berkeley,,39.77641,-105.04848,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Coffee"", ""Shower gel"", ""Room-darkening shades"", ""Safe"", ""Smart lock"", ""Cooking basics"", ""Hair dryer"", ""Kitchen Aid refrigerator"", ""Baby bath"", ""Microwave"", ""Wine glasses"", ""Free parking on premises"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Freezer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Stainless steel single oven"", ""Stainless steel induction stove"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Cleaning products"", ""Smoke alarm"", ""Dove  shampoo"", ""Central heating"", ""Clothing storage: walk-in closet and closet"", ""Bathtub"", ""Dove body soap"", ""Baking sheet"", ""Kitchen"", ""Coffee maker: Keurig coffee machine"", ""Dedicated workspace"", ""Indoor fireplace: electric"", ""Free washer \u2013 In unit"", ""Iron"", ""Exterior security cameras on property"", ""Self check-in"", ""Babysitter recommendations"", ""Long term stays allowed"", ""Ethernet connection"", ""75 inch HDTV"", ""Baby safety gates"", ""First aid kit"", ""Outlet covers"", ""Private entrance"", ""Cleaning available during stay"", ""Air conditioning"", ""Dove conditioner"", ""Hot water""]",$78.00,30,365,30,30,365,365,30.0,365.0,,t,18,18,46,292,2025-09-30,64,41,5,49,34,255,19890,2024-03-08,2025-09-21,5.0,5.0,4.98,4.95,5.0,4.97,4.97,2023-BFN-0070088,f,1,1,0,0,3.36
1006714856226879876,https://www.airbnb.com/rooms/1006714856226879876,20250929230429,2025-09-30,city scrape,"Bungalow with hot tub, cold plunge, and sauna!","I can host up to 4 guests, hot tub and sauna  on-site, 2 blocks to the light rail to get you anywhere downtown! <br /><br />I have a great outdoor area and we're pet friendly as well. This is my primary residence, but I love to share it with guests when I'm away.<br /><br />We clean thoroughly before your stay, but please do not book if you're allergic to dogs as we are dog friendly.",,https://a0.muscache.com/pictures/miso/Hosting-1006714856226879876/original/11bee8e4-17ae-471a-aafc-032341d50b33.jpeg,105145562,https://www.airbnb.com/users/show/105145562,Skylar,2016-11-25,"Denver, CO","",within a few hours,100%,88%,t,https://a0.muscache.com/im/pictures/user/User-105145562/original/d75a6faf-9233-4acd-b62d-4cfbe1ff7e17.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-105145562/original/d75a6faf-9233-4acd-b62d-4cfbe1ff7e17.jpeg?aki_policy=profile_x_medium,West,2,2,"['email', 'phone']",t,t,,Villa Park,,39.73159,-105.03313,Entire home,Entire home/apt,4,2.0,2 baths,2,2,"[""Fire pit"", ""Dryer"", ""Dishes and silverware"", ""Coffee"", ""Pets allowed"", ""Blender"", ""Cooking basics"", ""Outdoor dining area"", ""Microwave"", ""Washer"", ""Dishwasher"", ""Freezer"", ""Ceiling fan"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Free parking on premises \u2013 2 spaces"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Refrigerator"", ""Cleaning products"", ""Body soap"", ""Smoke alarm"", ""TV"", ""Dining table"", ""Central heating"", ""Shared hot tub"", ""Luggage dropoff allowed"", ""Bathtub"", ""Baking sheet"", ""Kitchen"", ""Toaster"", ""Conditioner"", ""Game console"", ""Coffee maker: Keurig coffee machine"", ""Gas stove"", ""Exterior security cameras on property"", ""Backyard"", ""Self check-in"", ""Shared sauna"", ""Keypad"", ""Free street parking"", ""First aid kit"", ""Board games"", ""Air conditioning"", ""Hot water"", ""Outdoor furniture""]",$193.00,1,365,1,1,365,365,1.0,365.0,,t,21,51,81,81,2025-09-30,34,21,2,81,14,147,28371,2023-11-11,2025-09-26,4.74,4.74,4.68,5.0,4.76,4.44,4.53,2023-BFN-0066574,f,2,2,0,0,1.48
1006759829205273543,https://www.airbnb.com/rooms/1006759829205273543,20250929230429,2025-09-30,previous scrape,Newly Remodel-15min to DT Denver,Keep it simple at this peaceful and centrally-located place.,,https://a0.muscache.com/pictures/miso/Hosting-1006759829205273543/original/c8345332-e50c-4664-b82b-c3d86ac8f4ca.jpeg,202572612,https://www.airbnb.com/users/show/202572612,Thao Trang,2018-07-15,"Denver, CO","",within an hour,100%,88%,f,https://a0.muscache.com/im/pictures/user/e8ff558c-ce95-4cfb-a1fc-1e6251e21f01.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e8ff558c-ce95-4cfb-a1fc-1e6251e21f01.jpg?aki_policy=profile_x_medium,Far West Side,6,11,"['email', 'phone']",t,t,,Chaffee Park,,39.7857747,-105.019598,Entire home,Entire home/apt,6,,2 baths,3,,"[""Wifi"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer"", ""Free parking on premises"", ""TV"", ""Air conditioning"", ""Smoke alarm""]",,30,365,30,30,365,365,30.0,365.0,,t,29,59,89,269,2025-09-30,0,0,0,92,0,0,,,,,,,,,,,,f,1,1,0,0,
1007615515122752294,https://www.airbnb.com/rooms/1007615515122752294,20250929230429,2025-09-30,city scrape,Cozy Garden Level Suite in the Highlands,"Centrally located Garden Level 1-bedroom suite in the Highlands, blending modern furnishings with proximity to Denver's vibrant neighborhoods for a comfortable and convenient stay.<br /><br />Enjoy a cozy ambiance with easy access to Denver's best dining and entertainment.<br /><br />Space includes:<br />- Fully equipped kitchen<br />- Queen-size memory foam bed<br />- Smart TV <br />- Dedicated workspace with ultra-fast WiFi<br />- W/D available (Shared)<br /><br />Walking distance to Highland Square and LoHi, minutes to RiNo, LoDo, and Tennyson St","Located in the heart of Denver, West Highlands combines urban sophistication with laid-back charm. <br /><br />The neighborhood boasts diverse dining options, tree-lined streets, and many entertainment options. For outdoor enthusiasts, Highland Park provides an intimate setting for leisurely strolls or family gatherings.<br /><br />West Highlands captures the essence of Denver living, offering a perfect balance of urban amenities and natural beauty.",https://a0.muscache.com/pictures/hosting/Hosting-1007615515122752294/original/cb99c42e-a216-4405-9fef-5e3cafa2d72f.jpeg,178523363,https://www.airbnb.com/users/show/178523363,Ghislaine,2018-03-14,"Denver, CO","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-178523363/original/dcfed8d0-f6a6-4fad-9f0e-b76cdf677ae6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-178523363/original/dcfed8d0-f6a6-4fad-9f0e-b76cdf677ae6.jpeg?aki_policy=profile_x_medium,Northwest,1,1,"['email', 'phone']",t,t,Neighborhood highlights,West Highland,,39.76274,-105.02827,Entire home,Entire home/apt,2,1.0,1 bath,1,1,"[""Dishes and silverware"", ""Coffee"", ""Pharmacopia shampoo"", ""Shower gel"", ""55 inch HDTV with Netflix"", ""Room-darkening shades"", ""Hot water kettle"", ""Central air conditioning"", ""Private patio or balcony"", ""Cooking basics"", ""Hair dryer"", ""Outdoor dining area"", ""Microwave"", ""Wine glasses"", ""Dishwasher"", ""Pharmacopia body soap"", ""Freezer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Stainless steel single oven"", ""Lockbox"", ""Free dryer \u2013 In building"", ""Free driveway parking on premises \u2013 1 space"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Vizio Bluetooth sound system"", ""Fire extinguisher"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Smoke alarm"", ""Dining table"", ""Central heating"", ""Bathtub"", ""Free washer \u2013 In building"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Kitchen"", ""Private backyard \u2013 Fully fenced"", ""Toaster"", ""Record player"", ""Dedicated workspace"", ""Iron"", ""Self check-in"", ""Stainless steel electric stove"", ""Free street parking"", ""Pharmacopia conditioner"", ""Private entrance"", ""Clothing storage: walk-in closet and dresser"", ""Hot water"", ""Outdoor furniture""]",$98.00,2,28,2,2,28,28,2.0,28.0,,t,0,12,12,61,2025-09-30,54,18,1,12,37,126,12348,2023-12-22,2025-08-31,5.0,4.98,5.0,4.94,5.0,4.94,4.96,2023-BFN-0036529,f,1,1,0,0,2.50
1008007199872912058,https://www.airbnb.com/rooms/1008007199872912058,20250929230429,2025-09-30,city scrape,"Kink5280, MileHigh Adult Playhouse","Nestled in the vibrant Highlands neighborhood, this luxurious and intimate escape is thoughtfully designed for couples seeking connection and adventure. From the moment you arrive, you'll feel the seductive energy that sets the tone for an unforgettable stay. Whether you're looking for a romantic night away from the suburbs or a space to explore your deepest desires, Kink5280 offers the perfect blend of comfort, passion, and privacy. Relax, reconnect, and let your imagination run free.","Vivacious Highlands Neighborhood! <br /><br />Great coffeeshop, restaurants, Bug Theater, and more within >5 minute walking distance. <br /><br />Pinwheel Coffee- <br />Coffee, espresso, unique seasonal drinks, teas, kombucha, soft drinks and more, we’ve got you and your picky friend covered. Worked up an appetite?Add a breakfast burrito or a fancy local pastry!<br /><br />Acova - <br />Contemporary Italian & global restaurant with a brick exterior, rich wooden décor & patio.<br /><br />Los Carboncitos -<br />Informal restaurant for cuisine of Mexico City featuring house made salsas & tortillas.",https://a0.muscache.com/pictures/airflow/Hosting-1008007199872912058/original/49058a40-ae33-4406-b6e6-318508bd98a5.jpg,542986767,https://www.airbnb.com/users/show/542986767,Katherine,2023-10-22,"Denver, CO","",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/User-542986767/original/4c8a2204-e991-46b8-be2a-ec2241d0c377.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-542986767/original/4c8a2204-e991-46b8-be2a-ec2241d0c377.jpeg?aki_policy=profile_x_medium,Highland,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Highland,,39.76807087397403,-105.00538710794382,Entire home,Entire home/apt,4,1.0,1 bath,1,2,"[""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Coffee"", ""Shower gel"", ""Hot water kettle"", ""Room-darkening shades"", ""Smart lock"", ""Cooking basics"", ""Hair dryer"", ""Microwave"", ""Wine glasses"", ""Dishwasher"", ""Freezer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Shampoo"", ""Clothing storage: closet"", ""Bidet"", ""Books and reading material"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Theme room"", ""Fire extinguisher"", ""Bed linens"", ""Cleaning products"", ""Body soap"", ""Refrigerator"", ""TV"", ""Smoke alarm"", ""Central heating"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""LG stainless steel single oven"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Self check-in"", ""Long term stays allowed"", ""Coffee maker"", ""Free street parking"", ""First aid kit"", ""Private entrance"", ""Air conditioning"", ""Hot water"", ""Stove""]",$190.00,1,30,1,3,1125,1125,1.3,1125.0,,t,16,46,74,254,2025-09-30,82,49,5,77,49,255,48450,2024-03-03,2025-09-15,4.99,4.98,4.96,4.91,4.99,4.9,4.88,2025-BFN-0001749,f,1,1,0,0,4.26
1008052205079069118,https://www.airbnb.com/rooms/1008052205079069118,20250929230429,2025-09-29,city scrape,Hideaway Den 420 Friendly Fenced In BackYard,"The whole group will enjoy easy access to everything from this centrally located place. We are located in south west Denver in the valverde neighborhood. The location is right off federal blvd, 6th ave, and I25. It is 30 mins from DIA, 10 mins from downtown, 20 mins to Redrocks Amphitheater, & 8 mins from the mile high stadium. There are a few restaurants and dispensaries within a few min walk of the unit. There is also a covered outdoor cooking/smoking area with heat and a tv.",We are in a nice quiet neighborhood with a lot of families and elder people around us. It’s a great location being in south west Denver!,https://a0.muscache.com/pictures/7834ecbf-3d9a-47b3-9c66-5fb05f146a2b.jpg,222890046,https://www.airbnb.com/users/show/222890046,Michael,2018-10-27,"Denver, CO","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-222890046/original/3f93e32c-3927-465b-ad6c-f95af8cbfa8d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-222890046/original/3f93e32c-3927-465b-ad6c-f95af8cbfa8d.jpeg?aki_policy=profile_x_medium,West,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Valverde,,39.71986,-105.02268,Entire rental unit,Entire home/apt,8,1.0,1 bath,2,5,"[""Fire pit"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Coffee"", ""Shower gel"", ""Pets allowed"", ""Blender"", ""Cooking basics"", ""Hair dryer"", ""Outdoor dining area"", ""Microwave"", ""Vintage 1941 Admiral Refrigerator/ freezer  refrigerator"", ""Clothing storage: walk-in closet"", ""Free parking on premises"", ""Fast wifi \u2013 119 Mbps"", ""Hangers"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Essentials"", ""Shampoo"", ""Mini fridge"", ""Bikes"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Exercise equipment"", ""Fire extinguisher"", ""Bed linens"", ""Cleaning products"", ""Body soap"", ""Kitchenette"", ""TV"", ""Smoke alarm"", ""Dining table"", ""Central heating"", ""Luggage dropoff allowed"", ""Barbecue utensils"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Conditioner"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Iron"", ""Portable fans"", ""Portable heater"", ""Exterior security cameras on property"", ""Laundromat nearby"", ""Folding or convertible high chair - always at the listing"", ""Self check-in"", ""Babysitter recommendations"", ""Long term stays allowed"", ""Keypad"", ""Shared outdoor kitchen"", ""Free street parking"", ""First aid kit"", ""Private entrance"", ""Cleaning available during stay"", ""Board games"", ""Air conditioning"", ""Hot water"", ""Outdoor furniture""]",$148.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,20,48,71,150,2025-09-29,142,61,7,75,80,255,37740,2023-11-04,2025-09-20,4.9,4.86,4.91,4.89,4.96,4.63,4.84,2023-BFN-0044868,t,1,1,0,0,6.12
